Name,id,display_name,works_api_url,h_index,works_count,country_code
sjoerd b. stolwijk,https://openalex.org/A5030777977,Sjoerd Stolwijk,https://api.openalex.org/works?filter=author.id:A5030777977,5.0,15.0,CA
josephine lukito,https://openalex.org/A5063065481,Josephine Lukito,https://api.openalex.org/works?filter=author.id:A5063065481,19.0,62.0,
maggie macdonald,https://openalex.org/A5102925288,Margaret Y. MacDonald,https://api.openalex.org/works?filter=author.id:A5102925288,16.0,80.0,CA
cameron hickey,https://openalex.org/A5052819202,Chelsea Rohlfs,https://api.openalex.org/works?filter=author.id:A5052819202,8.0,15.0,US
kaitlyn dowling,https://openalex.org/A5108353438,K. Dowling,https://api.openalex.org/works?filter=author.id:A5108353438,6.0,12.0,US
myra miranda,https://openalex.org/A5016557745,Myra Miranda Bom,https://api.openalex.org/works?filter=author.id:A5016557745,1.0,21.0,
paolo cornale,https://openalex.org/A5038775913,Paolo Cornale,https://api.openalex.org/works?filter=author.id:A5038775913,14.0,76.0,IT
michele tizzani,https://openalex.org/A5044719894,Michele Tizzani,https://api.openalex.org/works?filter=author.id:A5044719894,10.0,28.0,IT
fabio ciulla,https://openalex.org/A5011773766,Fabio Ciulla,https://api.openalex.org/works?filter=author.id:A5011773766,8.0,30.0,US
daniela paolotti,https://openalex.org/A5025218537,Vittoria Colizza,https://api.openalex.org/works?filter=author.id:A5025218537,60.0,274.0,FR
ayan-yue gupta,https://openalex.org/A5058457102,Ayan-Yue Gupta,https://api.openalex.org/works?filter=author.id:A5058457102,2.0,22.0,GB
massimo airoldi,https://openalex.org/A5072378604,Massimo Airoldi,https://api.openalex.org/works?filter=author.id:A5072378604,8.0,42.0,IT
raffaele vacca,https://openalex.org/A5081149419,Raffaele Vacca,https://api.openalex.org/works?filter=author.id:A5081149419,16.0,50.0,IT
nicole schwitter,https://openalex.org/A5086210260,Nicole Schwitter,https://api.openalex.org/works?filter=author.id:A5086210260,5.0,38.0,
leonard wendering,https://openalex.org/A5118397350,Leonard Wendering,https://api.openalex.org/works?filter=author.id:A5118397350,1.0,7.0,
julia szamely,https://openalex.org/A5002912874,Júlia Számely,https://api.openalex.org/works?filter=author.id:A5002912874,2.0,4.0,AT
christoph müller,https://openalex.org/A5100762441,Christoph Müller,https://api.openalex.org/works?filter=author.id:A5100762441,94.0,664.0,IE
carolina coimbra vieira,https://openalex.org/A5072186861,Carolina Coimbra Vieira,https://api.openalex.org/works?filter=author.id:A5072186861,6.0,25.0,
victoria di césare,https://openalex.org/A5028211892,Victoria Di Césare,https://api.openalex.org/works?filter=author.id:A5028211892,1.0,12.0,AR
fanxi he,https://openalex.org/A5061228091,Fanxi He,https://api.openalex.org/works?filter=author.id:A5061228091,1.0,1.0,CN
daniel molitor,https://openalex.org/A5055808555,Daniel Molitor,https://api.openalex.org/works?filter=author.id:A5055808555,23.0,82.0,LU
ian lundberg,https://openalex.org/A5071725999,Ian Lundberg,https://api.openalex.org/works?filter=author.id:A5071725999,10.0,200.0,US
samantha gold,https://openalex.org/A5077416098,Samantha Gold,https://api.openalex.org/works?filter=author.id:A5077416098,3.0,4.0,US
alessia galdeman,https://openalex.org/A5052788698,Alessia Galdeman,https://api.openalex.org/works?filter=author.id:A5052788698,5.0,15.0,IT
edoardo maggioni,https://openalex.org/A5030915724,Edoardo Mampreso,https://api.openalex.org/works?filter=author.id:A5030915724,12.0,30.0,IT
diego garlaschelli,https://openalex.org/A5041273626,Diego Garlaschelli,https://api.openalex.org/works?filter=author.id:A5041273626,37.0,227.0,KR
rossana mastrandrea,https://openalex.org/A5058144931,Rossana Mastrandrea,https://api.openalex.org/works?filter=author.id:A5058144931,13.0,45.0,IT
seeun kim,https://openalex.org/A5005014512,Seeun Kim,https://api.openalex.org/works?filter=author.id:A5005014512,18.0,93.0,KR
li zeng,https://openalex.org/A5067906949,Dali Zeng,https://api.openalex.org/works?filter=author.id:A5067906949,56.0,213.0,CN
sijia ma,https://openalex.org/A5036476234,Sheng Ma,https://api.openalex.org/works?filter=author.id:A5036476234,23.0,72.0,CN
cai yang,https://openalex.org/A5047336918,Yangjian Cai,https://api.openalex.org/works?filter=author.id:A5047336918,69.0,749.0,AU
sepehr mousavi,https://openalex.org/A5064624426,Sepehr Mousavi,https://api.openalex.org/works?filter=author.id:A5064624426,10.0,19.0,IR
abhisek dash,https://openalex.org/A5046983868,Abhisek Dash,https://api.openalex.org/works?filter=author.id:A5046983868,5.0,39.0,
krishna p. gummadi,https://openalex.org/A5067688305,Krishna P. Gummadi,https://api.openalex.org/works?filter=author.id:A5067688305,69.0,291.0,DE
veronika batzdorfer,https://openalex.org/A5077513889,Veronika Batzdorfer,https://api.openalex.org/works?filter=author.id:A5077513889,4.0,16.0,DE
trisevgeni papakonstantinou,https://openalex.org/A5008373524,Trisevgeni Papakonstantinou,https://api.openalex.org/works?filter=author.id:A5008373524,3.0,20.0,KR
antonina zhiteneva,https://openalex.org/A5120126331,Antonina Zhiteneva,https://api.openalex.org/works?filter=author.id:A5120126331,0.0,2.0,
ana ma,https://openalex.org/A5007296816,Michael A. Borger,https://api.openalex.org/works?filter=author.id:A5007296816,113.0,1208.0,DE
derek powell,https://openalex.org/A5056166213,Derek Powell,https://api.openalex.org/works?filter=author.id:A5056166213,21.0,67.0,US
zachary horne,https://openalex.org/A5050716607,Zachary Horne,https://api.openalex.org/works?filter=author.id:A5050716607,14.0,80.0,US
rachith aiyappa,https://openalex.org/A5010544062,Rachith Aiyappa,https://api.openalex.org/works?filter=author.id:A5010544062,2.0,4.0,
alessandro flammini,https://openalex.org/A5011228873,Alessandro Flammini,https://api.openalex.org/works?filter=author.id:A5011228873,61.0,243.0,US
dylan thurgood,https://openalex.org/A5121671024,Dylan Thurgood,https://api.openalex.org/works?filter=author.id:A5121671024,0.0,2.0,
diyi liu,https://openalex.org/A5089413311,Diyi Yang,https://api.openalex.org/works?filter=author.id:A5089413311,46.0,357.0,US
ralph schroeder,https://openalex.org/A5067625837,Ralph Schroeder,https://api.openalex.org/works?filter=author.id:A5067625837,48.0,283.0,US
scott a. hale,https://openalex.org/A5029882049,Scott A. Hale,https://api.openalex.org/works?filter=author.id:A5029882049,29.0,208.0,GB
manoel horta ribeiro,https://openalex.org/A5011195481,Manoel Horta Ribeiro,https://api.openalex.org/works?filter=author.id:A5011195481,18.0,123.0,
paul röttger,https://openalex.org/A5050023117,Paul Röttger,https://api.openalex.org/works?filter=author.id:A5050023117,11.0,71.0,IT
cornelius puschmann,https://openalex.org/A5051642685,Cornelius Puschmann,https://api.openalex.org/works?filter=author.id:A5051642685,28.0,111.0,DE
lisa merten,https://openalex.org/A5066342421,L. Merten,https://api.openalex.org/works?filter=author.id:A5066342421,19.0,86.0,
katrin weller,https://openalex.org/A5030588092,Katrin Weller,https://api.openalex.org/works?filter=author.id:A5030588092,21.0,115.0,
julia de miguel velázquez,https://openalex.org/A5111341494,Julia De Miguel Velázquez,https://api.openalex.org/works?filter=author.id:A5111341494,1.0,3.0,GB
andrés gvirtz,https://openalex.org/A5108018053,Andrés Gvirtz,https://api.openalex.org/works?filter=author.id:A5108018053,6.0,20.0,GB
sanja scepanovic,https://openalex.org/A5038043083,Sanja Šćepanović,https://api.openalex.org/works?filter=author.id:A5038043083,13.0,95.0,FI
daniele quercia,https://openalex.org/A5081008532,Daniele Quercia,https://api.openalex.org/works?filter=author.id:A5081008532,43.0,291.0,IT
joel mire,https://openalex.org/A5065830601,Joel Mire,https://api.openalex.org/works?filter=author.id:A5065830601,2.0,6.0,
andrew piper,https://openalex.org/A5027417114,Andrew Piper,https://api.openalex.org/works?filter=author.id:A5027417114,14.0,176.0,CA
steven r wilson,https://openalex.org/A5055973075,Steven R. Wilson,https://api.openalex.org/works?filter=author.id:A5055973075,37.0,243.0,US
zexin ma,https://openalex.org/A5054854113,Zexin Ma,https://api.openalex.org/works?filter=author.id:A5054854113,14.0,54.0,
maarten sap,https://openalex.org/A5015128745,Maarten Sap,https://api.openalex.org/works?filter=author.id:A5015128745,35.0,188.0,
ákos huszár,https://openalex.org/A5054348632,Ákos Huszár,https://api.openalex.org/works?filter=author.id:A5054348632,6.0,35.0,US
zsófia rakovics,https://openalex.org/A5090107603,Zsófia Rakovics,https://api.openalex.org/works?filter=author.id:A5090107603,3.0,7.0,HU
kata számel,https://openalex.org/A5119148931,Kata Számel,https://api.openalex.org/works?filter=author.id:A5119148931,0.0,2.0,HU
michelle horváth,https://openalex.org/A5112095509,Mike Horvath,https://api.openalex.org/works?filter=author.id:A5112095509,2.0,5.0,HU
szilvia rudas,https://openalex.org/A5113279801,Szilvia Rudas,https://api.openalex.org/works?filter=author.id:A5113279801,2.0,4.0,HU
igor ryazanov,https://openalex.org/A5050851889,Igor Ryazanov,https://api.openalex.org/works?filter=author.id:A5050851889,3.0,7.0,RU
carl öhman,https://openalex.org/A5074193638,Carl Öhman,https://api.openalex.org/works?filter=author.id:A5074193638,9.0,33.0,SE
johanna björklund,https://openalex.org/A5102873173,Johanna Björklund,https://api.openalex.org/works?filter=author.id:A5102873173,15.0,43.0,SE
samantha d'alonzo,https://openalex.org/A5025259559,Samantha D'Alonzo,https://api.openalex.org/works?filter=author.id:A5025259559,3.0,4.0,US
rachel chen,https://openalex.org/A5054791973,Debbie A. Lawlor,https://api.openalex.org/works?filter=author.id:A5054791973,174.0,2106.0,GB
melody yu,https://openalex.org/A5026281078,Mingchuan Yu,https://api.openalex.org/works?filter=author.id:A5026281078,20.0,62.0,CN
ivory yang,https://openalex.org/A5073270600,In Seok Yang,https://api.openalex.org/works?filter=author.id:A5073270600,15.0,34.0,
weicheng ma,https://openalex.org/A5101895104,Weicheng Ma,https://api.openalex.org/works?filter=author.id:A5101895104,8.0,46.0,CN
martin saveski,https://openalex.org/A5082294805,Martin Saveski,https://api.openalex.org/works?filter=author.id:A5082294805,10.0,34.0,
soroush vosoughi,https://openalex.org/A5035399743,Soroush Vosoughi,https://api.openalex.org/works?filter=author.id:A5035399743,23.0,212.0,US
nabeel gillani,https://openalex.org/A5015797850,Nabeel Gillani,https://api.openalex.org/works?filter=author.id:A5015797850,9.0,41.0,US
emily k mckinley,https://openalex.org/A5116848485,Emily K McKinley,https://api.openalex.org/works?filter=author.id:A5116848485,0.0,5.0,US
yoo jung oh,https://openalex.org/A5050834827,Yoo Jung Oh,https://api.openalex.org/works?filter=author.id:A5050834827,10.0,43.0,US
jingwen zhang,https://openalex.org/A5100448217,Li Song,https://api.openalex.org/works?filter=author.id:A5100448217,142.0,1448.0,CN
narayani vedam,https://openalex.org/A5089004540,Narayani Vedam,https://api.openalex.org/works?filter=author.id:A5089004540,2.0,3.0,IN
prasanta bhattacharya,https://openalex.org/A5073016286,Pallab Bhattacharya,https://api.openalex.org/works?filter=author.id:A5073016286,35.0,162.0,IN
florian meier,https://openalex.org/A5100624179,Florian Meier,https://api.openalex.org/works?filter=author.id:A5100624179,34.0,91.0,RU
sepideh bazazi,https://openalex.org/A5008389022,Iain D. Couzin,https://api.openalex.org/works?filter=author.id:A5008389022,76.0,291.0,DE
jurgis karpus,https://openalex.org/A5055087288,Jurgis Karpus,https://api.openalex.org/works?filter=author.id:A5055087288,6.0,18.0,DE
timo damm,https://openalex.org/A5034315722,Timo Damm,https://api.openalex.org/works?filter=author.id:A5034315722,13.0,57.0,DE
adiba mahbub proma,https://openalex.org/A5011112366,Adiba Mahbub Proma,https://api.openalex.org/works?filter=author.id:A5011112366,2.0,12.0,
neeley pate,https://openalex.org/A5123704730,Neeley Pate,https://api.openalex.org/works?filter=author.id:A5123704730,0.0,2.0,
raiyan abdul baten,https://openalex.org/A5038144794,Raiyan Abdul Baten,https://api.openalex.org/works?filter=author.id:A5038144794,5.0,29.0,US
sifeng chen,https://openalex.org/A5086264524,William W. Hauswirth,https://api.openalex.org/works?filter=author.id:A5086264524,95.0,662.0,US
james druckman,https://openalex.org/A5063647785,James Druckman,https://api.openalex.org/works?filter=author.id:A5063647785,75.0,621.0,US
gourab ghoshal,https://openalex.org/A5052965447,Gourab Ghoshal,https://api.openalex.org/works?filter=author.id:A5052965447,24.0,104.0,US
ehsan hoque,https://openalex.org/A5106184792,Mohammed Ehsan Hoque,https://api.openalex.org/works?filter=author.id:A5106184792,21.0,66.0,
luke stephens,https://openalex.org/A5063911718,Moira Tait,https://api.openalex.org/works?filter=author.id:A5063911718,5.0,8.0,GB
lauren rogers,https://openalex.org/A5014095574,Sally J. Rogers,https://api.openalex.org/works?filter=author.id:A5014095574,113.0,953.0,US
damian trilling,https://openalex.org/A5071797963,Damian Trilling,https://api.openalex.org/works?filter=author.id:A5071797963,28.0,124.0,NL
andrew halterman,https://openalex.org/A5021564671,Andrew Halterman,https://api.openalex.org/works?filter=author.id:A5021564671,2.0,3.0,US
piyush ghasiya,https://openalex.org/A5042644425,Piyush Ghasiya,https://api.openalex.org/works?filter=author.id:A5042644425,6.0,23.0,
samuel pearson,https://openalex.org/A5028476678,Samuel Pearson,https://api.openalex.org/works?filter=author.id:A5028476678,16.0,48.0,DE
matthew hornsey,https://openalex.org/A5021448872,Matthew J. Hornsey,https://api.openalex.org/works?filter=author.id:A5021448872,68.0,333.0,AU
christian bretter,https://openalex.org/A5040974704,Christian Bretter,https://api.openalex.org/works?filter=author.id:A5040974704,10.0,32.0,AU
aimee smith,https://openalex.org/A5101494984,Aimee W. Smith,https://api.openalex.org/works?filter=author.id:A5101494984,15.0,52.0,IE
belinda wade,https://openalex.org/A5038850161,Belinda Wade,https://api.openalex.org/works?filter=author.id:A5038850161,12.0,40.0,AU
saphira rekker,https://openalex.org/A5089310000,Saphira Rekker,https://api.openalex.org/works?filter=author.id:A5089310000,12.0,40.0,AU
jarren nylund,https://openalex.org/A5092587955,Jarren L. Nylund,https://api.openalex.org/works?filter=author.id:A5092587955,2.0,9.0,AU
ariel flint ashery,https://openalex.org/A5114285271,Ariel Flint Ashery,https://api.openalex.org/works?filter=author.id:A5114285271,1.0,2.0,US
muhua huang,https://openalex.org/A5063441605,Muhua Huang,https://api.openalex.org/works?filter=author.id:A5063441605,15.0,45.0,CN
pablo biedma,https://openalex.org/A5095839226,Pablo Biedma,https://api.openalex.org/works?filter=author.id:A5095839226,0.0,1.0,
xiaoyuan yi,https://openalex.org/A5026595284,Xiaoyuan Yi,https://api.openalex.org/works?filter=author.id:A5026595284,4.0,14.0,CN
linus huang,https://openalex.org/A5019278466,Lei Huang,https://api.openalex.org/works?filter=author.id:A5019278466,45.0,263.0,CN
maosong sun,https://openalex.org/A5046448314,Maosong Sun,https://api.openalex.org/works?filter=author.id:A5046448314,84.0,830.0,CN
xing xie,https://openalex.org/A5081376690,Xing Xie,https://api.openalex.org/works?filter=author.id:A5081376690,51.0,216.0,CN
ashley young,https://openalex.org/A5072015577,Ashley D. Young,https://api.openalex.org/works?filter=author.id:A5072015577,9.0,11.0,AU
susumu nagayama,https://openalex.org/A5012197691,Susumu Nagayama,https://api.openalex.org/works?filter=author.id:A5012197691,5.0,5.0,JP
hitoshi mitsuhashi,https://openalex.org/A5087885407,Joel A. C. Baum,https://api.openalex.org/works?filter=author.id:A5087885407,55.0,264.0,CA
samantha dies,https://openalex.org/A5107589438,Samantha Dies,https://api.openalex.org/works?filter=author.id:A5107589438,0.0,1.0,
huaxia zhou,https://openalex.org/A5065023939,Holly Zhou,https://api.openalex.org/works?filter=author.id:A5065023939,21.0,53.0,CN
luis a. nunes amaral,https://openalex.org/A5073544378,Luı́s A. Nunes Amaral,https://api.openalex.org/works?filter=author.id:A5073544378,79.0,371.0,US
anna thoma,https://openalex.org/A5031351421,Anna Thoma,https://api.openalex.org/works?filter=author.id:A5031351421,1.0,1.0,
mathieu génois,https://openalex.org/A5032539868,Mathieu Génois,https://api.openalex.org/works?filter=author.id:A5032539868,11.0,38.0,FR
elisa klüger,https://openalex.org/A5076251583,Elisa Klüger,https://api.openalex.org/works?filter=author.id:A5076251583,5.0,21.0,FR
fabian tschofenig,https://openalex.org/A5092825154,Fabian Tschofenig,https://api.openalex.org/works?filter=author.id:A5092825154,2.0,6.0,AT
lorenzo nemati fard,https://openalex.org/A5096942815,Lorenzo Amir Nemati Fard,https://api.openalex.org/works?filter=author.id:A5096942815,2.0,4.0,
alberto bisin,https://openalex.org/A5050312988,Alberto Bisin,https://api.openalex.org/works?filter=author.id:A5050312988,39.0,201.0,GB
michele starnini,https://openalex.org/A5016371653,Michele Starnini,https://api.openalex.org/works?filter=author.id:A5016371653,24.0,90.0,IT
emanuel wittberg,https://openalex.org/A5007241438,Emanuel Wittberg,https://api.openalex.org/works?filter=author.id:A5007241438,5.0,22.0,SE
maria brandén,https://openalex.org/A5022660208,Maria Brandén,https://api.openalex.org/works?filter=author.id:A5022660208,20.0,63.0,SE
richard öhrvall,https://openalex.org/A5045466222,Richard Öhrvall,https://api.openalex.org/works?filter=author.id:A5045466222,12.0,65.0,SE
sarah bohnensteffen,https://openalex.org/A5050185892,Sarah Bohnensteffen,https://api.openalex.org/works?filter=author.id:A5050185892,0.0,1.0,
yuanyi zhen,https://openalex.org/A5029414400,Yuanyi Zhen,https://api.openalex.org/works?filter=author.id:A5029414400,4.0,7.0,
thomas robiglio,https://openalex.org/A5052543412,Thomas Robiglio,https://api.openalex.org/works?filter=author.id:A5052543412,3.0,6.0,AT
martina contisciani,https://openalex.org/A5028622827,Martina Contisciani,https://api.openalex.org/works?filter=author.id:A5028622827,7.0,19.0,DE
tiago p. peixoto,https://openalex.org/A5022414084,Tiago P. Peixoto,https://api.openalex.org/works?filter=author.id:A5022414084,26.0,82.0,AT
thomas h. li,https://openalex.org/A5025981159,Thomas C. W. Mak,https://api.openalex.org/works?filter=author.id:A5025981159,83.0,1644.0,CN
marcel moran,https://openalex.org/A5066172157,Marcelo Calderón,https://api.openalex.org/works?filter=author.id:A5066172157,47.0,212.0,ES
malik salman,https://openalex.org/A5016044914,I. Ravasenga,https://api.openalex.org/works?filter=author.id:A5016044914,51.0,345.0,NL
yueying chu,https://openalex.org/A5100401280,Feng Zhang,https://api.openalex.org/works?filter=author.id:A5100401280,64.0,742.0,CN
yunhao cai,https://openalex.org/A5013137095,Yunhao Cai,https://api.openalex.org/works?filter=author.id:A5013137095,38.0,89.0,NO
peng liu,https://openalex.org/A5021833788,Peng Liu,https://api.openalex.org/works?filter=author.id:A5021833788,84.0,572.0,CN
yan asadchy,https://openalex.org/A5093939343,Yan Asadchy,https://api.openalex.org/works?filter=author.id:A5093939343,2.0,3.0,
renata topinkova,https://openalex.org/A5019962493,Renáta Topinková,https://api.openalex.org/works?filter=author.id:A5019962493,3.0,13.0,CZ
tomas ruiz,https://openalex.org/A5088136048,T. Ruiz-Lara,https://api.openalex.org/works?filter=author.id:A5088136048,33.0,123.0,ES
jiyoung lee,https://openalex.org/A5100447435,Jiyoung Lee,https://api.openalex.org/works?filter=author.id:A5100447435,41.0,252.0,US
christopher michael dobmeier,https://openalex.org/A5120897861,Christopher Michael Dobmeier,https://api.openalex.org/works?filter=author.id:A5120897861,0.0,1.0,
minji heo,https://openalex.org/A5083439440,Minji Heo,https://api.openalex.org/works?filter=author.id:A5083439440,1.0,1.0,KR
simon s. woo,https://openalex.org/A5033106393,Simon S. Woo,https://api.openalex.org/works?filter=author.id:A5033106393,25.0,244.0,KR
laura kurek,https://openalex.org/A5034880843,Laura Kurek,https://api.openalex.org/works?filter=author.id:A5034880843,2.0,4.0,
eric gilbert,https://openalex.org/A5024795472,Éric Gilbert,https://api.openalex.org/works?filter=author.id:A5024795472,55.0,210.0,US
jemima kang,https://openalex.org/A5047944229,Jemima Kang,https://api.openalex.org/works?filter=author.id:A5047944229,3.0,8.0,AU
mike conway,https://openalex.org/A5082051013,Mike Conway,https://api.openalex.org/works?filter=author.id:A5082051013,31.0,220.0,AU
nuo chen,https://openalex.org/A5100740160,Nuo Chen,https://api.openalex.org/works?filter=author.id:A5100740160,16.0,125.0,TH
qixuan zhao,https://openalex.org/A5080977078,Qixuan Zhao,https://api.openalex.org/works?filter=author.id:A5080977078,9.0,26.0,CA
maximilian bergmann,https://openalex.org/A5035108883,Maximilian Bergmann,https://api.openalex.org/works?filter=author.id:A5035108883,3.0,15.0,CH
sarah marie müller,https://openalex.org/A5054380585,Sarah Marie Müller,https://api.openalex.org/works?filter=author.id:A5054380585,2.0,8.0,CH
mirjam stieger,https://openalex.org/A5048615562,Mirjam Stieger,https://api.openalex.org/works?filter=author.id:A5048615562,15.0,43.0,CH
mathias allemand,https://openalex.org/A5071470205,Mathias Allemand,https://api.openalex.org/works?filter=author.id:A5071470205,45.0,227.0,CH
zou yang,https://openalex.org/A5037009852,Yang Zou,https://api.openalex.org/works?filter=author.id:A5037009852,40.0,111.0,CN
seung hee lee,https://openalex.org/A5100605178,Seung Hee Lee,https://api.openalex.org/works?filter=author.id:A5100605178,51.0,516.0,IN
julia r. koehler,https://openalex.org/A5013502953,Julia Koehler,https://api.openalex.org/works?filter=author.id:A5013502953,8.0,20.0,US
amiremad ghassami,https://openalex.org/A5078609284,AmirEmad Ghassami,https://api.openalex.org/works?filter=author.id:A5078609284,11.0,66.0,
sabin roman,https://openalex.org/A5073010651,Sabin Roman,https://api.openalex.org/works?filter=author.id:A5073010651,8.0,21.0,SI
ryoma adachi,https://openalex.org/A5040234749,Marcelo Ryoma Adachi,https://api.openalex.org/works?filter=author.id:A5040234749,1.0,1.0,BR
yusuke miyake,https://openalex.org/A5069676139,Yusuke Miyake,https://api.openalex.org/works?filter=author.id:A5069676139,12.0,78.0,JP
shalmoli ghosh,https://openalex.org/A5004544456,Shalmoli Ghosh,https://api.openalex.org/works?filter=author.id:A5004544456,3.0,6.0,IN
matthew deverna,https://openalex.org/A5070356107,Matthew DeVerna,https://api.openalex.org/works?filter=author.id:A5070356107,9.0,278.0,US
katinka den nijs,https://openalex.org/A5098486972,Katinka den Nijs,https://api.openalex.org/works?filter=author.id:A5098486972,1.0,1.0,NL
pantelis p. analytis,https://openalex.org/A5080193434,Pantelis P. Analytis,https://api.openalex.org/works?filter=author.id:A5080193434,10.0,51.0,DK
minsu park,https://openalex.org/A5013939121,Seokwoo Jeon,https://api.openalex.org/works?filter=author.id:A5013939121,65.0,288.0,TH
johannes müller-trede,https://openalex.org/A5011996396,Johannes Müller‐Trede,https://api.openalex.org/works?filter=author.id:A5011996396,10.0,26.0,FR
ariella kristal,https://openalex.org/A5039705639,Ariella Kristal,https://api.openalex.org/works?filter=author.id:A5039705639,6.0,37.0,US
hayley blunden,https://openalex.org/A5084222212,Nour Kteily,https://api.openalex.org/works?filter=author.id:A5084222212,38.0,174.0,CA
ashley whillans,https://openalex.org/A5031735105,Ashley V. Whillans,https://api.openalex.org/works?filter=author.id:A5031735105,29.0,142.0,US
alex berke,https://openalex.org/A5007875216,Alex Berke,https://api.openalex.org/works?filter=author.id:A5007875216,10.0,36.0,US
alex pentland,https://openalex.org/A5007176508,Alex Pentland,https://api.openalex.org/works?filter=author.id:A5007176508,121.0,1001.0,RU
kent larson,https://openalex.org/A5014640639,Kent Larson,https://api.openalex.org/works?filter=author.id:A5014640639,22.0,142.0,ES
dana calacci,https://openalex.org/A5014881285,Dan Calacci,https://api.openalex.org/works?filter=author.id:A5014881285,9.0,35.0,US
yinuo xu,https://openalex.org/A5013469439,Zhi Su,https://api.openalex.org/works?filter=author.id:A5013469439,45.0,335.0,CN
hong chen,https://openalex.org/A5100420388,Hong Chen,https://api.openalex.org/works?filter=author.id:A5100420388,82.0,1202.0,CN
sushrita rakshit,https://openalex.org/A5099137399,Sushrita Rakshit,https://api.openalex.org/works?filter=author.id:A5099137399,1.0,5.0,
omkar yadav,https://openalex.org/A5017115713,Omkar Yadav,https://api.openalex.org/works?filter=author.id:A5017115713,6.0,44.0,IN
mingqian zheng,https://openalex.org/A5024099895,Mingqian Zheng,https://api.openalex.org/works?filter=author.id:A5024099895,3.0,8.0,
michael jiang,https://openalex.org/A5114994797,Ying Wang,https://api.openalex.org/works?filter=author.id:A5114994797,105.0,1496.0,CN
lechen zhang,https://openalex.org/A5079952957,Lechen Zhang,https://api.openalex.org/works?filter=author.id:A5079952957,8.0,32.0,FI
bowen yi,https://openalex.org/A5009398155,Bowen Yi,https://api.openalex.org/works?filter=author.id:A5009398155,29.0,80.0,CN
kenan alkiek,https://openalex.org/A5003579515,Kenan Alkiek,https://api.openalex.org/works?filter=author.id:A5003579515,2.0,6.0,
abraham israeli,https://openalex.org/A5068763840,A Israeli,https://api.openalex.org/works?filter=author.id:A5068763840,20.0,109.0,
bangzhao shu,https://openalex.org/A5110786764,Bangzhao Shu,https://api.openalex.org/works?filter=author.id:A5110786764,1.0,7.0,
hua shen,https://openalex.org/A5006294869,Chunhua Shen,https://api.openalex.org/works?filter=author.id:A5006294869,121.0,853.0,CN
jiaxin pei,https://openalex.org/A5049055745,Jiaxin Pei,https://api.openalex.org/works?filter=author.id:A5049055745,11.0,44.0,CN
haotian zhang,https://openalex.org/A5100456227,Yan Zhang,https://api.openalex.org/works?filter=author.id:A5100456227,86.0,2790.0,CN
florian bolenz,https://openalex.org/A5111501534,Maximilian Burger,https://api.openalex.org/works?filter=author.id:A5111501534,62.0,522.0,DE
yujia yang,https://openalex.org/A5044723722,Yujia Yang,https://api.openalex.org/works?filter=author.id:A5044723722,25.0,186.0,CN
kevin tiede,https://openalex.org/A5090759530,Kevin E. Tiede,https://api.openalex.org/works?filter=author.id:A5090759530,6.0,18.0,DE
stefano palminteri,https://openalex.org/A5028199267,Stefano Palminteri,https://api.openalex.org/works?filter=author.id:A5028199267,37.0,191.0,FR
gianluca nogara,https://openalex.org/A5047040090,Gianluca Nogara,https://api.openalex.org/works?filter=author.id:A5047040090,5.0,16.0,CH
enrico verdolotti,https://openalex.org/A5116269664,Enrico Verdolotti,https://api.openalex.org/works?filter=author.id:A5116269664,1.0,2.0,CH
silvia giordano,https://openalex.org/A5059509038,Silvia Giordano,https://api.openalex.org/works?filter=author.id:A5059509038,77.0,588.0,CH
shuhei kurizaki,https://openalex.org/A5010677626,Shuhei Kurizaki,https://api.openalex.org/works?filter=author.id:A5010677626,6.0,12.0,JP
claudia acciai,https://openalex.org/A5060256587,Claudia Acciai,https://api.openalex.org/works?filter=author.id:A5060256587,5.0,17.0,DK
natalie schroyens,https://openalex.org/A5087293181,Natalie Schroyens,https://api.openalex.org/works?filter=author.id:A5087293181,9.0,36.0,US
mathias wullum nielsen,https://openalex.org/A5064171835,Mathias Wullum Nielsen,https://api.openalex.org/works?filter=author.id:A5064171835,22.0,92.0,DK
cameron lai,https://openalex.org/A5019218689,Cameron Lai,https://api.openalex.org/works?filter=author.id:A5019218689,2.0,8.0,JP
li-huan shen,https://openalex.org/A5100673667,Shi‐Gang Sun,https://api.openalex.org/works?filter=author.id:A5100673667,114.0,1013.0,CN
sabina j tomkins,https://openalex.org/A5046305810,Sabina Tomkins,https://api.openalex.org/works?filter=author.id:A5046305810,7.0,45.0,US
mirza nayeem ahmed,https://openalex.org/A5125057768,Mirza Nayeem Ahmed,https://api.openalex.org/works?filter=author.id:A5125057768,0.0,2.0,
elena candellone,https://openalex.org/A5092645218,Elena Candellone,https://api.openalex.org/works?filter=author.id:A5092645218,2.0,7.0,NL
shazia'ayn babul,https://openalex.org/A5034911136,Shelina Babul,https://api.openalex.org/works?filter=author.id:A5034911136,20.0,113.0,CA
bryan li,https://openalex.org/A5051043751,Jonathan Marchini,https://api.openalex.org/works?filter=author.id:A5051043751,85.0,229.0,US
brahmani nutakki,https://openalex.org/A5044851119,Brahmani Nutakki,https://api.openalex.org/works?filter=author.id:A5044851119,3.0,6.0,DE
ryo adachi,https://openalex.org/A5044908628,Yoichi Yatsu,https://api.openalex.org/works?filter=author.id:A5044908628,26.0,187.0,JP
